"x","y","observed","fitted","residuals","localR2"
-725095.6104,1146413.839,0.408,1.22899669306564,-0.82099669306564,0.596124489745589
-708552.0713,1244961.519,2.295,2.19843398416034,0.0965660158396574,0.549886413418929
-732067.6466,1799837.709,6.384,4.66156514774112,1.72243485225887,0.387815468179514
-86549.84016,1763984.159,9.48,8.87133825370334,0.608661746296668,0.385312149202855
-83020.55971,1843762.409,11.327,8.49634350019282,2.8306564998072,0.338446427490964
-80834.23039,1624045.42,8.366,9.55083118283235,-1.18483118283236,0.440767563349132
-74178.92034,1668609.829,12.587,9.91415433955609,2.67284566044389,0.422429292454571
-68323.04988,1703113.149,16.51,10.7622650667668,5.74773493323325,0.405301562562858
-61557.96038,1611890.339,15.443,10.0575045972683,5.38549540273169,0.434950069584307
-48851.55961,1711345.099,12.496,10.9515049767438,1.54449502325618,0.390650453339294
-703846.8009,1099565.449,5.16,2.66956725882157,2.49043274117843,0.626005858954142
-739917.0879,2473596.399,6.189,8.84492104427682,-2.65592104427682,0.478559082401337
-688039.3523,1204783.599,1.095,1.43468552552696,-0.339685525526955,0.568424335529852
-385624.7437,1735616.379,8.907,5.33988238042239,3.56711761957765,0.353985683519268
-768572.0862,2212553.399,5.313,6.78367283415157,-1.47067283415158,0.46818017034547
-16475.33042,1691692.319,9.126,9.35915766087804,-0.233157660878039,0.379005107689135
-15001.31999,1805272.839,6.6,10.6546995657608,-4.05469956576082,0.317137114508724
-14128.91989,1661513.379,9.657,9.88100924250753,-0.224009242507515,0.390054294475562
-11429.12019,1776393.159,13.564,11.1641089652544,2.3998910347456,0.331830892562887
-760560.3125,1535464.79,7.746,5.01074664520266,2.73525335479733,0.444249842312114
-671741.1444,1138061.319,4.861,3.26401780441067,1.59698219558933,0.606931659436897
-647856.2902,1419708.839,1.43,1.9841100487113,-0.554110048711301,0.452006843734888
-631808.1545,1598299.209,4.492,4.93662247250525,-0.444622472505243,0.385628290283242
-599167.7085,1976410.38,0.152,3.19729561013875,-3.04529561013875,0.34930534352729
-330512.8302,1837470.84,3.667,7.4061661916354,-3.73916619163541,0.344448103119785
-182261.5902,1607112.099,4.358,4.8060906726123,-0.44809067261229,0.471878125894941
-687091.3496,1215201.319,1.509,2.07940747111722,-0.570407471117218,0.563002203144484
-645168.4268,1340746.279,5.055,3.66484465338333,1.39015534661667,0.491413422118068
38428.81991,1738168.439,8.929,10.3689161135944,-1.43991611359436,0.315221062141968
-146024.4398,1825628.36,7.719,8.85629706650136,-1.13729706650137,0.375626893670192
-594473.772,1969085.15,4.011,3.1637891154011,0.847210884598899,0.347390590083941
-625687.4494,1533536.589,2.586,3.84739782480936,-1.26139782480936,0.397872213127479
-589718.2433,2003228.15,6.147,6.18122492787411,-0.0342249278740975,0.346060354728579
-583404.1066,1918748.348,3.48,3.07787703543077,0.402122964569213,0.343678594973777
-724782.0795,1318076.699,3.094,2.79292998366634,0.301070016333668,0.521228388325295
-594698.6393,1749774.469,3.446,2.37788399583248,1.06811600416752,0.357228014011061
-595147.226,1629972.729,2.983,4.69195604070315,-1.70895604070315,0.367136624538018
-672086.613,1852833.46,9.1,5.41092473352095,3.68907526647905,0.37399958184042
-572691.8064,1873613.819,12.132,3.87326027486292,8.25873972513708,0.341352926427988
-358894.7241,1631327.07,3.055,6.07349161324423,-3.01849161324423,0.399915495859976
-258065.7199,1722169.629,9.529,6.94812713073063,2.58087286926938,0.422716398306948
-199103.0101,1834914.249,7.239,7.32879976185129,-0.089799761851291,0.379011343994745
-105231.1796,1570883.669,7.946,7.29337603902012,0.652623960979887,0.464211505582585
-115329.4298,1762918.789,10.157,7.26508920585797,2.89191079414205,0.398484204172437
-577331.5406,1823993.599,6.448,4.78712243886328,1.66087756113671,0.346077954762321
-562393.6058,1677025.299,8.05,4.53318183638924,3.51681816361076,0.350863978936129
-751140.1337,2465605.429,16.93,7.60984300565842,9.32015699434158,0.488065864532665
-351155.0407,1656907.499,4.322,4.68913908598684,-0.367139085986838,0.398145478360762
-29776.27959,1882638.149,11.136,9.73483737574712,1.40116262425289,0.278211577144675
-115907.4301,1663430.659,7.765,7.45895483614499,0.30604516385501,0.441869624201602
-396982.6082,1664628.889,5.744,6.21743775321126,-0.473437753211292,0.367124889636601
-488205.8138,1603668.169,2.349,5.15139634189309,-2.80239634189308,0.346174335836951
55508.12998,1564749.63,13.147,9.35915280649253,3.78784719350747,0.371815449700546
-138173.6101,1873910.139,7.668,8.30222323243161,-0.63422323243161,0.346435574996941
-714159.7779,1963366.419,13.351,6.96530692760953,6.38569307239047,0.380192450979057
-46497.44963,1789725.609,13.335,10.4717502311752,2.86324976882481,0.348292158110354
-526719.2236,1960072.519,4.592,7.18096622828353,-2.58896622828355,0.318359224842371
-539740.2039,1725324.569,3.595,4.77644128274278,-1.1814412827428,0.339876402696451
-559158.9957,1608126.408,6.129,4.07587193452692,2.05312806547308,0.35712758575563
-650491.572,1269960.159,2.545,2.2310665990518,0.313933400948197,0.530028214103497
-500136.9589,1855436.049,3.071,7.24580830332674,-4.17480830332673,0.316018598592218
-94646.11987,1703930.589,9.957,8.01929307205634,1.93770692794368,0.41767788291804
-540340.824,1607829.889,2.839,5.06432518960594,-2.22532518960595,0.351669634580276
-616552.0033,1882372.38,11.156,5.23080968607094,5.92519031392907,0.357214373321473
44124.87026,1790530.159,12.903,11.0850559690272,1.81794403097274,0.279378364014361
-539632.6063,1975104.719,4.977,5.04817728825415,-0.0711772882541521,0.323747904462333
-527997.074,1788544.37,6.334,6.08084668335645,0.253153316643534,0.33096663053379
-749317.4866,2001681.769,2.784,4.47042889999117,-1.68642889999118,0.390018528447955
-714067.4402,1913846.649,2.304,3.94929892510112,-1.64529892510112,0.378811450164521
-447536.4061,1825374.349,10.54,6.65331171845889,3.8866882815411,0.313188702948264
-448853.752,1666639.849,7.438,5.35642785418292,2.08157214581708,0.343334213538308
-439294.8069,1757993.419,4.563,5.39182470542952,-0.828824705429495,0.328089455013203
-732508.6474,2226256.709,4.392,4.34160942587951,0.0503905741204884,0.452333322020135
33632.56999,1859375.08,9.419,9.78484010735453,-0.365840107354527,0.241830194963567
-441061.8581,1624942.499,5.46,6.40486624257939,-0.944866242579389,0.353314468690887
-150086.8199,1583592.189,2.335,4.56343423120875,-2.22843423120874,0.473763842226941
-414935.4642,1591271.39,5.625,7.12766532683668,-1.50266532683668,0.372390495334111
-505460.9565,1607216.489,4.126,4.04440462674516,0.0815953732548399,0.345803965158866
-223344.4902,1640999.629,1.136,3.25005509045707,-2.11405509045706,0.460123727039386
-386377.9358,1702969.379,3.956,4.97786081340135,-1.02186081340137,0.363132509765075
-376273.4807,1854561.089,4.903,7.47719093468259,-2.57419093468258,0.319933857269779
66476.9597,1628505.589,8.78,10.6044462213554,-1.82444622135539,0.343715628365959
-142215.5803,1622060.229,5.4,4.9389759665396,0.461024033460406,0.462510161143131
-356599.0501,1782748.419,5.37,6.56370485122269,-1.19370485122269,0.353092328534772
-468650.6126,1603322.929,4.23,7.22929601591819,-2.99929601591819,0.348709341230615
-251156.6802,1685283.769,1.726,3.22101531362787,-1.49501531362788,0.439048282754135
-745438.9207,1933795.589,11.275,6.05284716587699,5.22215283412302,0.382574762786579
-237408.8901,1558240.009,2.274,4.39767246055713,-2.12367246055713,0.477428668282711
-234366.9898,1656677.67,4.327,3.30496584554016,1.02203415445981,0.453153850548922
-339050.66,1870425.66,3.7,7.78514006603018,-4.08514006603019,0.328288880780397
-230458.5099,1722085.3,11.779,7.38176184106819,4.39723815893181,0.429580238373633
-335319.9001,1807920.99,4.622,6.72763855375182,-2.10563855375181,0.353965753394132
17246.58974,1576375.739,4.31,7.36777570061379,-3.05777570061378,0.396324244816315
-350131.7862,1821475.969,1.97,6.70115496263451,-4.7311549626345,0.341882128335877
-306309.5696,1699842.089,7.794,6.63478685071816,1.15921314928182,0.410900347806888
-637569.9463,1954721.838,3.435,5.35993662183109,-1.9249366218311,0.362468892272178
-290632.0099,1626118.769,0.462,4.01784931443584,-3.5558493144358,0.442539812621617
17178.91966,1646016.089,16.336,9.94299482187323,6.39300517812675,0.374306162876394
-186169.9004,1560048.289,4.002,5.82346778624567,-1.82146778624568,0.482227266653656
-362063.1324,1652025.799,5.737,5.09521156451103,0.641788435488996,0.39236438798875
-180680.2201,1589604.549,9.461,3.07208768193671,6.38891231806331,0.476008095281333
-431948.781,1820414.039,11.578,8.41546789440334,3.16253210559664,0.315500231426023
-722161.4492,1611583.469,16.147,3.95238037288067,12.1946196271193,0.412920112896482
-557424.7142,1842606.109,6.753,5.65952904424717,1.09347095575282,0.337209806260197
-503265.9834,1649113.079,1.03,4.97590406378784,-3.94590406378784,0.340148467426096
53216.77001,1873968.349,7.5,10.4492788012904,-2.94927880129045,0.213899777658722
-145079.9597,1748561.849,5.899,7.19159329585794,-1.29259329585795,0.414819205815383
-206822.0198,1723859.659,5.665,5.63286765876773,0.0321323412322699,0.431677135987519
-535770.5163,1959841.789,9.614,5.60098153801605,4.01301846198395,0.322322537107537
-189603.8799,1705667.94,8.627,7.85666234938721,0.770337650612797,0.439545684327447
70606.75988,1655418.159,10.672,8.71882966481896,1.95317033518107,0.329862632757631
-364313.8566,1868653.499,5.171,6.76658354444735,-1.59558354444735,0.319486497404644
23182.43028,1657455.579,14.977,9.65284027483527,5.32415972516474,0.365471570940379
83927.82014,1866270.949,4.488,10.7926512701021,-6.30465127010213,0.191591582371341
27833.21022,1739159.649,10.413,10.1692034207294,0.243796579270608,0.323072797522156
-631899.2274,1487039.628,1.286,4.00653825217946,-2.72053825217947,0.416047860648751
-600539.5366,1896742.659,3.852,4.78055425439744,-0.928554254397423,0.351000287438699
-3065.280336,1861836.969,12.207,9.75065165861511,2.45634834138489,0.271104767372504
40783.26026,1837866.58,10.728,9.52846743274932,1.19953256725068,0.250686469519964
-802878.8217,2484183.809,11.049,9.03544068646991,2.01355931353012,0.522190752752809
-141635.0699,1757176.229,7.583,6.87994305152773,0.703056948472292,0.409817976367602
-91677.17986,1742552.679,6.23,8.11297583670673,-1.88297583670673,0.398586033233321
53835.51968,1870124.389,6.433,10.4803438180099,-4.04734381800995,0.216157343475301
-305867.5098,1690927.959,10.793,7.4255147743557,3.36748522564432,0.414310334153218
-318031.34,1622895.169,6.009,5.33654280462657,0.672457195373414,0.428495454796944
-147565.3103,1700101.2,5.02,7.46623553688045,-2.44623553688045,0.436739641649182
-463700.3201,1879401.539,15.74,6.52508911476802,9.21491088523199,0.304877171184084
24683.15966,1672292.349,6.746,9.77663668914547,-3.03063668914547,0.358197090084451
-448565.5201,1584295.659,2.541,3.41818804082436,-0.877188040824355,0.357719309292194
-1057462.967,1701899.578,30.473,16.7625119208682,13.7104880791318,0.463816800881672
-1067881.934,1779151.36,8.818,9.9736546746446,-1.15565467464459,0.434541333162526
-1093437.568,2012102.529,6.439,5.64477415330957,0.794225846690433,0.463899497161725
-936045.7978,1813599.259,16.019,12.9835636629285,3.03543633707151,0.399499122703211
-933666.5209,1789523.05,3.152,9.18814143167974,-6.03614143167974,0.404739862512556
-996069.9259,1872527.629,7.03,9.32503802837776,-2.29503802837775,0.398913554759595
-892971.2909,1927011.44,6.641,10.2146543246078,-3.57365432460777,0.390405113109364
-960305.3705,1952787.33,9.151,12.5912374517101,-3.44023745171005,0.402772565201258
-836918.809,1653339.409,1.948,6.78277443449154,-4.83477443449154,0.428281731299003
-899240.2722,1599043.789,12.02,6.70621301103683,5.31378698896318,0.460664840170247
-872118.3239,1922740.49,14.541,8.83632279828882,5.70467720171118,0.388675149188353
-955270.1167,1421731.428,1.152,1.54611286320735,-0.394112863207353,0.530919965674435
-1172782.087,1174473.769,6.209,3.58548553649545,2.62351446350454,0.292260490830136
-875398.6995,1847981.549,23.058,11.2976882180918,11.7603117819082,0.389682415871496
-1078241.573,2463050.74,14.242,9.5644019171034,4.6775980828966,0.659280801140425
-910818.7121,2079143.659,8.974,9.18905639013629,-0.215056390136294,0.457535087720947
-1214288.488,1067078.198,0.843,2.22102993600842,-1.37802993600842,0.189030753130706
-1053950.389,1413870.818,4.803,5.59010727818796,-0.787107278187968,0.544821069787324
-987578.942,1803475.839,21.125,12.7570092815769,8.36799071842313,0.409254164804384
-896172.6297,1568610.238,7.6,10.7326936048836,-3.13269360488361,0.470969262483015
-931751.9742,1593884.469,8.454,9.59350347882507,-1.13950347882507,0.471948348539534
-1037231.489,1225578.369,3.539,2.69924009376901,0.839759906230994,0.449878729843893
-1060295.853,1328532.329,5.198,4.72656683007327,0.471433169926727,0.514129402122874
-1126354.834,1693198.829,2.821,4.46512082953341,-1.64412082953341,0.488981272661301
-959772.3912,1493787.24,18.277,11.0108452117945,7.26615478820551,0.516289029419275
-771987.756,1808957.199,23.19,9.66602004240883,13.5239799575912,0.390319736324691
-958192.3065,1546262.619,2.771,8.2897143983901,-5.51871439839009,0.498324024066443
-1080491.626,1695286.358,4.411,8.74307821993582,-4.33207821993583,0.473825895402741
-846269.4192,1849909.199,9.334,8.11360481658176,1.22039518341825,0.388494940514594
-1158375.341,1358585.979,1.255,2.93963062375379,-1.68463062375379,0.51045237310387
-956682.1873,1514103.899,4.953,8.13691257617445,-3.18391257617446,0.509048829178226
-1002581.774,1937960.609,2.644,11.8840358715431,-9.24003587154312,0.405539390507089
-953029.7912,1635578.949,21.591,11.0796067086736,10.5113932913264,0.461741777889458
-1045145.129,1766702.529,14.276,10.6111673513134,3.66483264868664,0.433335635652115
-1026171.503,1664277.11,20.061,14.7831761323237,5.27782386767635,0.47125320957298
-952854.2191,1980790.009,6.33,10.077712361907,-3.74771236190698,0.411422780233424
-802316.7714,1548968.49,6.378,8.61987898102729,-2.2418789810273,0.451619953026204
-918140.0336,1988962.75,10.653,9.62900109471583,1.02399890528418,0.40907436374227
-915089.1993,1737574.619,3.692,10.0373089688445,-6.34530896884454,0.416681678355578
-845790.64,1497903.569,8.473,13.7324189002066,-5.25941890020664,0.481859158414421
-858026.3091,1840639.519,4.931,7.62877767766279,-2.69777767766278,0.3898364485818
-791617.1985,2021391.349,12.728,8.50394555958933,4.22405444041067,0.401264457788641
-965167.9014,1986700.929,7.109,9.48288156453261,-2.3738815645326,0.416223618323131
-1030681.713,1674765.769,18.391,16.2235298908291,2.16747010917093,0.467955384544302
-827599.9023,1710145.399,8.902,8.51659708019995,0.385402919800044,0.41225517647966
-1082708.813,1669026.159,3.812,7.48835519202827,-3.67635519202826,0.486762426123125
-907070.7739,1646624.21,16.527,11.683945155354,4.84305484464601,0.445453197350869
-928844.9174,1760998.869,3.667,5.01195084164076,-1.34495084164076,0.411801386796417
-782949.8109,1602392.14,3.344,9.58820275426534,-6.24420275426534,0.430517842336199
-1126700.15,1449976.869,3.158,4.48213460350866,-1.32413460350866,0.555809294660853
-981401.6661,1893771.958,5.38,6.18182310146436,-0.801823101464361,0.396454249520989
-1073632.136,1664999.278,6.015,7.50989793920468,-1.49489793920469,0.485763588203897
-826565.9639,1515550.549,4.986,10.6571544048722,-5.67115440487224,0.470032036783385
-1062682.81,1728725.849,11.22,11.6582318820665,-0.438231882066524,0.453454314173804
-1168045.048,1320043.419,7.718,3.2782821129096,4.4397178870904,0.47007955452933
-798929.4271,1930793.149,15.303,10.1629235020952,5.14007649790482,0.386041694888288
-951755.1258,1478655.218,5.063,9.5317525529833,-4.4687525529833,0.518290209596199
-916145.8978,1767156.948,6.268,6.79550425854592,-0.527504258545932,0.408360162330409
-992509.1802,1086729.499,1.071,0.653957967630706,0.417042032369297,0.429323414346223
-1082978.657,1459007.209,3.777,4.62292634007158,-0.845926340071584,0.551302286553182
-929481.7692,2022090.719,15.641,12.23436522442,3.40663477557997,0.426983520410951
-791773.656,1708181.849,16.652,12.3013937338292,4.35060626617082,0.408069431678667
-817931.8737,1611538.599,3.678,10.9581614915596,-7.2801614915596,0.436176330018758
-843817.9303,1563109.809,13.593,9.77500993455576,3.81799006544424,0.458186666602183
-1027938.704,1301135.41,2.425,3.4107045832555,-0.985704583255505,0.506751252519346
